Member_number,Date,Items
2080,21-04-2015,"['tropical fruit', 'whole milk']"
2080,23-07-2014,"['canned beer', 'specialty vegetables', 'long life bakery product']"
2081,14-02-2014,"['hamburger meat', 'seasonal products']"
2081,18-05-2014,"['hamburger meat', 'whole milk']"
2081,22-01-2015,"['tropical fruit', 'citrus fruit', 'frankfurter', 'spices', 'butter milk', 'UHT-milk']"
2082,07-04-2015,"['frankfurter', 'other vegetables']"
2082,10-10-2014,"['fruit/vegetable juice', 'butter', 'rolls/buns']"
2082,21-06-2015,"['UHT-milk', 'pastry', 'bottled water']"
2082,23-11-2015,"['brown bread', 'domestic eggs']"
2083,07-11-2015,"['tropical fruit', 'grapes', 'ice cream', 'sweet spreads']"
2083,19-06-2015,"['sausage', 'other vegetables']"
2083,21-10-2014,"['brown bread', 'coffee']"
2083,28-03-2015,"['brandy', 'whole milk', 'whole milk', 'bottled water']"
2084,11-10-2014,"['beverages', 'cat food']"
2084,15-08-2015,"['root vegetables', 'root vegetables']"
2085,03-01-2014,"['soda', 'domestic eggs']"
2085,04-04-2015,"['pip fruit', 'domestic eggs']"
2085,22-04-2015,"['soda', 'candy']"
2085,25-03-2015,"['beef', 'pip fruit']"
2086,02-06-2015,"['napkins', 'frozen vegetables']"
2086,02-12-2014,"['bottled water', 'root vegetables']"
2086,08-01-2014,"['root vegetables', 'butter']"
2086,09-03-2015,"['frankfurter', 'chicken', 'meat', 'bottled beer', 'other vegetables', 'pastry', 'misc. beverages', 'root vegetables', 'salt']"
2086,18-06-2014,"['sparkling wine', 'liquor', 'detergent']"
2086,29-05-2014,"['soda', 'whole milk']"
2087,09-04-2015,"['tropical fruit', 'whole milk', 'brown bread', 'pastry']"
2087,21-08-2014,"['seasonal products', 'pickled vegetables']"
2087,22-02-2015,"['other vegetables', 'citrus fruit']"
2087,29-06-2014,"['whole milk', 'dog food']"
2088,09-02-2015,"['yogurt', 'pastry']"
2088,21-09-2014,"['root vegetables', 'newspapers', 'dishes']"
2089,03-05-2014,"['pastry', 'margarine']"
2089,10-08-2014,"['bottled beer', 'pasta']"
2089,15-10-2015,"['whole milk', 'cream cheese ']"
2089,16-10-2015,"['grapes', 'curd']"
2089,17-04-2015,"['canned beer', 'grapes', 'UHT-milk', 'brown bread']"
2089,20-08-2014,"['soda', 'other vegetables']"
2089,31-10-2015,"['canned beer', 'hard cheese']"
2091,02-08-2015,"['ice cream', 'candy', 'canned beer']"
2091,18-01-2014,"['photo/film', 'vinegar']"
2091,19-10-2015,"['pet care', 'brown bread', 'pastry', 'dish cleaner']"
2091,30-07-2015,"['citrus fruit', 'onions']"
2092,01-04-2014,"['salty snack', 'salty snack', 'canned fish']"
2092,04-09-2015,"['sausage', 'pip fruit', 'tropical fruit', 'pasta', 'rolls/buns', 'beverages', 'brown bread']"
2092,06-11-2015,"['newspapers', 'root vegetables', 'margarine']"
2092,17-12-2014,"['salty snack', 'bottled water']"
2092,24-05-2015,"['sausage', 'rum']"
2093,01-06-2014,"['napkins', 'canned vegetables']"
2093,02-06-2014,"['whole milk', 'other vegetables']"
2093,03-05-2014,"['tropical fruit', 'oil']"
2093,12-06-2015,"['frozen potato products', 'whole milk', 'pastry', 'rolls/buns', 'candy', 'bottled beer']"
2093,16-02-2014,"['whipped/sour cream', 'waffles']"
2093,24-12-2014,"['whipped/sour cream', 'specialty bar']"
2094,02-03-2014,"['whole milk', 'whole milk']"
2094,07-05-2014,"['other vegetables', 'shopping bags']"
2094,24-03-2014,"['bottled water', 'coffee']"
2095,06-04-2015,"['pip fruit', 'frozen meals', 'whole milk', 'rolls/buns']"
2095,29-09-2015,"['beverages', 'other vegetables']"
2096,25-01-2015,"['sausage', 'soda']"
2097,01-10-2015,"['chicken', 'yogurt', 'newspapers', 'shopping bags', 'rolls/buns', 'domestic eggs']"
2097,14-03-2014,"['white wine', 'newspapers', 'dog food']"
2097,28-09-2014,"['rolls/buns', 'processed cheese']"
2098,02-08-2014,"['tropical fruit', 'rolls/buns', 'fruit/vegetable juice', 'canned beer']"
2098,20-10-2014,"['pastry', 'misc. beverages', 'flour']"
2100,05-07-2015,"['frankfurter', 'ice cream', 'specialty cheese', 'coffee']"
2100,13-05-2014,"['condensed milk', 'yogurt']"
2100,13-10-2015,"['frankfurter', 'citrus fruit', 'whole milk']"
2100,19-09-2015,"['dishes', 'tropical fruit']"
2100,20-03-2014,"['chocolate', 'butter']"
2100,27-01-2015,"['dessert', 'other vegetables']"
2101,04-09-2015,"['UHT-milk', 'citrus fruit']"
2101,07-01-2015,"['root vegetables', 'domestic eggs', 'chocolate']"
2101,10-04-2015,"['citrus fruit', 'onions']"
2101,20-12-2015,"['sausage', 'frozen vegetables', 'onions', 'canned beer']"
2102,04-12-2014,"['root vegetables', 'pet care']"
2102,10-05-2015,"['rolls/buns', 'soda', 'other vegetables', 'vinegar']"
2102,14-02-2015,"['rolls/buns', 'root vegetables']"
2102,21-07-2014,"['butter', 'yogurt']"
2102,25-01-2015,"['fruit/vegetable juice', 'beef']"
2103,11-03-2015,"['frozen meals', 'dessert']"
2104,02-07-2014,"['pastry', 'domestic eggs', 'bottled water']"
2104,20-10-2015,"['yogurt', 'cream cheese ']"
2104,25-09-2014,"['whole milk', 'berries']"
2104,27-02-2015,"['berries', 'candy']"
2105,02-12-2014,"['curd', 'rolls/buns']"
2105,21-01-2015,"['bottled water', 'tropical fruit', 'shopping bags']"
2106,06-09-2014,"['other vegetables', 'whole milk']"
2106,13-08-2015,"['bottled water', 'other vegetables']"
2106,20-01-2014,"['pastry', 'fruit/vegetable juice']"
2106,24-11-2015,"['frankfurter', 'cream cheese ', 'yogurt', 'baking powder']"
2106,28-08-2015,"['whole milk', 'cream cheese ']"
2107,01-03-2015,"['coffee', 'frankfurter', 'frankfurter', 'bottled beer', 'butter', 'margarine', 'sugar', 'brown bread', 'soda']"
2107,08-01-2014,"['whole milk', 'coffee']"
2107,24-02-2014,"['other vegetables', 'salty snack']"
2107,27-11-2015,"['frankfurter', 'bottled water']"
2107,30-10-2014,"['rolls/buns', 'canned beer']"
2107,30-12-2014,"['pip fruit', 'newspapers']"
2108,01-10-2015,"['tropical fruit', 'tropical fruit', 'mayonnaise']"
2108,11-08-2015,"['tropical fruit', 'yogurt']"
2108,18-09-2014,"['beverages', 'whipped/sour cream']"
2109,21-03-2014,"['oil', 'whipped/sour cream']"
2109,22-06-2014,"['bottled beer', 'bottled water']"
2109,24-09-2015,"['yogurt', 'male cosmetics', 'sugar', 'salt']"
2109,28-10-2015,"['sausage', 'tropical fruit']"
2110,15-05-2015,"['coffee', 'domestic eggs']"
2110,22-11-2014,"['whole milk', 'newspapers']"
2110,29-07-2015,"['frankfurter', 'tropical fruit', 'frozen meals', 'soda']"
2111,07-12-2014,"['tropical fruit', 'red/blush wine']"
2111,12-11-2014,"['shopping bags', 'domestic eggs']"
2111,25-02-2015,"['cream cheese ', 'candles']"
2111,30-05-2014,"['other vegetables', 'bottled beer']"
2112,03-06-2014,"['soda', 'sliced cheese']"
2112,06-06-2014,"['whole milk', 'popcorn']"
2113,07-09-2015,"['bottled water', 'sausage', 'whole milk', 'margarine']"
2113,16-08-2015,"['UHT-milk', 'pork']"
2113,19-09-2014,"['yogurt', 'hard cheese']"
2114,06-11-2015,"['whole milk', 'whole milk']"
2114,22-08-2014,"['dessert', 'bottled water']"
2114,24-05-2015,"['frankfurter', 'soups']"
2115,18-11-2015,"['hamburger meat', 'soda', 'cling film/bags']"
2115,19-09-2014,"['canned beer', 'whipped/sour cream']"
2115,24-06-2015,"['berries', 'rolls/buns']"
2116,13-02-2014,"['fruit/vegetable juice', 'other vegetables']"
2116,29-08-2015,"['canned beer', 'yogurt']"
2117,02-05-2015,"['pasta', 'brown bread', 'beef', 'long life bakery product', 'citrus fruit', 'whipped/sour cream', 'specialty cheese', 'frozen vegetables']"
2117,07-11-2015,"['frankfurter', 'pastry', 'salt']"
2117,28-03-2015,"['frozen meals', 'bottled water']"
2118,16-01-2014,"['butter milk', 'frozen vegetables']"
2118,18-07-2015,"['fish', 'pot plants', 'coffee']"
2119,06-07-2014,"['onions', 'cat food']"
2119,11-06-2015,"['herbs', 'packaged fruit/vegetables']"
2119,24-09-2015,"['other vegetables', 'meat', 'soda', 'whipped/sour cream']"
2120,06-07-2014,"['yogurt', 'yogurt']"
2120,07-07-2014,"['bottled beer', 'whole milk']"
2120,07-10-2015,"['pork', 'pip fruit']"
2120,21-01-2014,"['soda', 'napkins']"
2120,26-01-2015,"['beef', 'whole milk']"
2120,27-02-2014,"['root vegetables', 'red/blush wine']"
2120,30-05-2014,"['butter', 'potato products']"
2121,03-11-2014,"['chocolate', 'bottled water']"
2121,22-04-2014,"['soda', 'flower (seeds)']"
2122,05-07-2014,"['hamburger meat', 'pet care', 'pastry']"
2122,06-04-2014,"['berries', 'soda', 'oil']"
2122,07-04-2015,"['frozen dessert', 'tropical fruit']"
2122,16-09-2014,"['rolls/buns', 'domestic eggs']"
2123,06-06-2014,"['cream cheese ', 'long life bakery product', 'pastry']"
2125,02-04-2014,"['yogurt', 'chewing gum', 'soda', 'oil']"
2125,25-06-2015,"['whipped/sour cream', 'frozen meals']"
2126,27-04-2014,"['other vegetables', 'brandy']"
2127,01-01-2015,"['pork', 'pickled vegetables']"
2127,16-04-2014,"['pastry', 'margarine']"
2127,19-11-2014,"['pip fruit', 'margarine', 'specialty cheese']"
2127,19-11-2015,"['citrus fruit', 'bottled beer', 'ice cream']"
2127,20-01-2014,"['whole milk', 'fruit/vegetable juice']"
2128,09-07-2015,"['chicken', 'brown bread', 'soda']"
2128,10-08-2015,"['sausage', 'soda']"
2128,11-02-2015,"['whole milk', 'chocolate marshmallow']"
2128,20-06-2015,"['ham', 'citrus fruit']"
2128,24-04-2015,"['rolls/buns', 'frozen meals']"
2129,04-03-2015,"['bottled beer', 'sausage', 'candy', 'yogurt']"
2129,05-01-2014,"['berries', 'coffee']"
2129,05-09-2014,"['tropical fruit', 'condensed milk']"
2129,11-08-2015,"['other vegetables', 'pork']"
2129,18-03-2015,"['whole milk', 'pip fruit', 'pip fruit', 'fruit/vegetable juice']"
2129,19-02-2014,"['oil', 'bottled water']"
2131,11-07-2014,"['yogurt', 'other vegetables']"
2131,12-12-2014,"['sparkling wine', 'bottled water']"
2131,15-04-2015,"['beef', 'yogurt']"
2131,18-02-2014,"['citrus fruit', 'soda']"
2131,22-09-2014,"['grapes', 'rolls/buns']"
2131,27-08-2015,"['sausage', 'other vegetables']"
2132,08-08-2014,"['chicken', 'pastry']"
2132,19-12-2014,"['whipped/sour cream', 'newspapers']"
2132,24-01-2014,"['whole milk', 'waffles', 'chocolate']"
2132,29-07-2014,"['root vegetables', 'rolls/buns']"
2132,30-01-2014,"['sugar', 'candy']"
2133,04-12-2014,"['sausage', 'curd']"
2133,05-07-2014,"['pork', 'processed cheese']"
2133,05-08-2015,"['soda', 'whole milk', 'shopping bags']"
2133,08-11-2014,"['tropical fruit', 'fruit/vegetable juice']"
2133,11-07-2015,"['pork', 'brown bread']"
2133,24-05-2014,"['other vegetables', 'cat food', 'bottled water']"
2133,27-04-2014,"['tropical fruit', 'other vegetables']"
2134,17-01-2014,"['soda', 'bottled water']"
2134,26-09-2015,"['beef', 'liquor (appetizer)', 'frozen vegetables']"
2134,27-08-2015,"['pastry', 'whole milk']"
2135,15-02-2014,"['instant coffee', 'newspapers', 'hard cheese', 'salty snack']"
2135,25-01-2015,"['beef', 'whole milk', 'cream cheese ', 'butter']"
2136,10-02-2015,"['bottled beer', 'whole milk']"
2137,19-01-2014,"['UHT-milk', 'hard cheese']"
2137,25-04-2014,"['canned vegetables', 'napkins']"
2138,01-04-2014,"['seasonal products', 'white bread']"
2138,01-10-2014,"['bottled water', 'whisky']"
2138,03-11-2014,"['soda', 'yogurt', 'brown bread']"
2138,04-03-2015,"['pip fruit', 'white wine', 'root vegetables', 'shopping bags']"
2138,12-12-2014,"['chocolate', 'rolls/buns']"
2138,13-05-2014,"['curd', 'whole milk', 'canned beer']"
2138,18-02-2014,"['pip fruit', 'long life bakery product']"
2139,02-03-2014,"['other vegetables', 'butter milk']"
2139,03-07-2014,"['chewing gum', 'instant coffee']"
2139,10-02-2014,"['other vegetables', 'margarine']"
2139,13-04-2014,"['margarine', 'soda']"
2139,16-04-2015,"['frankfurter', 'citrus fruit', 'yogurt', 'frozen vegetables']"
2140,06-10-2014,"['whole milk', 'bottled beer']"
2140,28-09-2015,"['onions', 'root vegetables']"
2140,30-12-2015,"['sausage', 'other vegetables']"
2141,08-03-2015,"['citrus fruit', 'whole milk']"
2141,21-02-2014,"['yogurt', 'yogurt']"
2141,23-02-2014,"['yogurt', 'potato products']"
2141,24-04-2014,"['rolls/buns', 'sugar', 'butter']"
2142,19-05-2015,"['yogurt', 'pork', 'UHT-milk', 'specialty bar']"
2142,23-05-2014,"['bottled water', 'seasonal products']"
2142,25-06-2015,"['pip fruit', 'liver loaf', 'root vegetables', 'rolls/buns', 'mayonnaise', 'curd', 'root vegetables', 'hard cheese', 'chocolate']"
2142,25-10-2014,"['tropical fruit', 'frozen vegetables']"
2142,27-08-2014,"['waffles', 'Instant food products']"
2143,12-02-2015,"['soda', 'onions']"
2143,17-12-2014,"['yogurt', 'frozen vegetables']"
2143,25-07-2015,"['canned beer', 'tropical fruit', 'pet care']"
2144,02-10-2014,"['yogurt', 'curd']"
2144,05-01-2015,"['onions', 'other vegetables']"
2144,13-05-2014,"['pork', 'specialty bar']"
2144,13-07-2014,"['pork', 'sweet spreads']"
2144,22-02-2014,"['beef', 'pasta']"
2145,12-12-2015,"['whole milk', 'coffee', 'chewing gum']"
2145,21-01-2015,"['onions', 'soda']"
2146,20-06-2015,"['berries', 'newspapers']"
2146,22-10-2014,"['whole milk', 'organic products']"
2146,30-05-2014,"['sausage', 'bottled water']"
2147,02-05-2014,"['soda', 'chocolate']"
2147,12-11-2015,"['brown bread', 'waffles']"
2147,15-09-2014,"['canned vegetables', 'brown bread', 'salty snack']"
2147,24-04-2014,"['tropical fruit', 'popcorn']"
2148,06-12-2014,"['citrus fruit', 'whole milk']"
2148,13-01-2014,"['soda', 'canned beer']"
2148,19-07-2015,"['newspapers', 'hard cheese']"
2148,20-11-2014,"['tropical fruit', 'domestic eggs']"
2148,25-01-2014,"['soda', 'cream cheese ']"
2149,13-07-2014,"['whole milk', 'bathroom cleaner']"
2149,16-08-2014,"['hamburger meat', 'sugar']"
2149,21-03-2014,"['other vegetables', 'butter milk', 'long life bakery product']"
2149,23-05-2015,"['softener', 'salty snack']"
2151,03-08-2015,"['rolls/buns', 'margarine', 'soda']"
2151,11-04-2014,"['tropical fruit', 'shopping bags']"
2151,15-08-2014,"['berries', 'pip fruit']"
2151,16-07-2015,"['beef', 'other vegetables']"
2151,29-09-2015,"['napkins', 'pork']"
2152,03-02-2014,"['other vegetables', 'other vegetables', 'waffles']"
2152,03-09-2015,"['chicken', 'whisky']"
2152,07-09-2014,"['whipped/sour cream', 'flour']"
2152,23-07-2015,"['butter', 'fruit/vegetable juice']"
2152,23-11-2014,"['whole milk', 'bottled water', 'soda']"
2153,14-02-2014,"['soda', 'shopping bags']"
2153,14-12-2014,"['domestic eggs', 'chewing gum']"
2154,10-11-2014,"['soda', 'yogurt']"
2154,14-08-2014,"['whole milk', 'onions']"
2154,15-03-2015,"['cream cheese ', 'whole milk']"
2154,24-09-2014,"['soda', 'chocolate']"
2154,31-05-2014,"['hygiene articles', 'pastry', 'bottled beer']"
2155,03-06-2014,"['pip fruit', 'soda']"
2155,11-11-2014,"['frozen vegetables', 'salad dressing']"
2155,17-08-2014,"['candles', 'whole milk']"
2155,31-10-2014,"['salty snack', 'condensed milk']"
2156,07-08-2015,"['sausage', 'pip fruit', 'bottled water']"
2156,08-05-2014,"['rolls/buns', 'domestic eggs']"
2156,15-02-2014,"['soda', 'chocolate']"
2156,15-05-2015,"['newspapers', 'whole milk']"
2157,02-06-2014,"['grapes', 'chocolate marshmallow', 'dishes']"
2157,14-07-2015,"['meat', 'beverages', 'newspapers', 'candy']"
2157,26-06-2014,"['beef', 'canned beer']"
2157,29-10-2015,"['fish', 'meat']"
2158,01-08-2015,"['rolls/buns', 'ham', 'whole milk', 'sliced cheese', 'whole milk', 'fruit/vegetable juice', 'pickled vegetables', 'misc. beverages']"
2158,23-06-2014,"['pot plants', 'newspapers', 'brown bread']"
2159,08-10-2014,"['tropical fruit', 'pot plants', 'shopping bags', 'sugar']"
2159,17-07-2015,"['ham', 'white bread']"
2159,30-04-2015,"['rolls/buns', 'female sanitary products']"
2160,06-10-2015,"['bottled beer', 'dishes']"
2160,07-11-2014,"['whole milk', 'white bread']"
2160,15-01-2014,"['margarine', 'rolls/buns']"
2160,19-05-2014,"['beverages', 'butter milk']"
2160,28-06-2014,"['butter', 'specialty chocolate']"
2160,30-07-2014,"['shopping bags', 'margarine']"
2161,04-05-2014,"['soda', 'shopping bags']"
2161,24-09-2014,"['root vegetables', 'margarine']"
2162,19-06-2015,"['tropical fruit', 'cat food', 'pot plants', 'curd', 'soft cheese', 'soft cheese']"
2162,24-03-2014,"['whipped/sour cream', 'cream cheese ']"
2162,25-05-2014,"['whole milk', 'dog food']"
2164,05-02-2014,"['whole milk', 'ice cream']"
2164,08-10-2015,"['misc. beverages', 'bottled water', 'other vegetables', 'coffee']"
2164,16-06-2014,"['UHT-milk', 'cream cheese ']"
2164,19-03-2015,"['rolls/buns', 'semi-finished bread', 'fruit/vegetable juice']"
2164,19-11-2014,"['whole milk', 'bottled beer']"
2164,24-11-2015,"['rolls/buns', 'brown bread', 'whole milk', 'pasta', 'curd', 'butter milk']"
2164,27-10-2014,"['tropical fruit', 'spices']"
2164,30-09-2014,"['pork', 'sugar']"
2164,31-01-2014,"['pip fruit', 'curd cheese']"
2165,06-09-2015,"['citrus fruit', 'yogurt']"
2165,17-06-2015,"['soda', 'pastry']"
2165,27-04-2015,"['chicken', 'coffee']"
2165,27-09-2014,"['bottled beer', 'bottled beer']"
2165,27-10-2014,"['root vegetables', 'oil']"
2165,28-01-2015,"['soda', 'other vegetables']"
2166,04-05-2014,"['tropical fruit', 'red/blush wine']"
2166,07-03-2014,"['root vegetables', 'other vegetables']"
2166,10-12-2015,"['sausage', 'other vegetables', 'waffles']"
2166,11-10-2014,"['bottled water', 'brown bread']"
2166,12-03-2015,"['sauces', 'rolls/buns', 'soda', 'whipped/sour cream']"
2166,14-07-2014,"['canned fish', 'cream cheese ']"
2167,08-12-2015,"['whole milk', 'newspapers']"
2167,14-03-2015,"['citrus fruit', 'soda']"
2167,18-10-2015,"['tropical fruit', 'mayonnaise', 'liquor']"
2167,29-05-2015,"['pork', 'specialty chocolate']"
2168,06-10-2014,"['fruit/vegetable juice', 'butter']"
2168,07-02-2014,"['grapes', 'domestic eggs']"
2168,25-11-2015,"['bottled beer', 'rolls/buns', 'waffles']"
2169,01-11-2015,"['detergent', 'salty snack']"
2169,05-02-2014,"['citrus fruit', 'long life bakery product']"
2169,20-09-2015,"['meat', 'rum']"
2169,21-10-2015,"['citrus fruit', 'whole milk']"
2169,25-06-2014,"['tropical fruit', 'pickled vegetables', 'bottled beer']"
2170,10-02-2015,"['bottled beer', 'citrus fruit', 'frozen potato products', 'fruit/vegetable juice', 'sugar', 'sauces']"
2170,18-06-2015,"['canned beer', 'ham']"
2170,24-02-2014,"['fish', 'root vegetables']"
2171,02-08-2015,"['sausage', 'curd']"
2171,03-09-2015,"['whole milk', 'hamburger meat', 'soft cheese', 'long life bakery product', 'margarine', 'bottled beer']"
2171,19-06-2015,"['frankfurter', 'meat', 'roll products ', 'pip fruit']"
2171,22-04-2015,"['beef', 'ice cream']"
2171,28-07-2015,"['citrus fruit', 'butter']"
2171,31-03-2015,"['rolls/buns', 'rolls/buns']"
2172,02-03-2015,"['citrus fruit', 'sugar', 'specialty chocolate']"
2172,21-06-2014,"['berries', 'yogurt']"
2173,11-08-2015,"['chicken', 'long life bakery product']"
2173,15-12-2014,"['other vegetables', 'pastry']"
2174,05-01-2014,"['brown bread', 'bottled water', 'domestic eggs']"
2174,18-09-2014,"['rolls/buns', 'cereals']"
2174,31-07-2014,"['other vegetables', 'frozen vegetables']"
2175,02-11-2014,"['turkey', 'whipped/sour cream', 'butter']"
2175,06-03-2015,"['other vegetables', 'sliced cheese']"
2175,16-08-2014,"['male cosmetics', 'soda']"
2175,17-03-2014,"['rolls/buns', 'soft cheese']"
2175,23-05-2014,"['pastry', 'frozen fish']"
2175,26-12-2014,"['chicken', 'shopping bags']"
2176,04-02-2015,"['pastry', 'frankfurter', 'long life bakery product', 'whipped/sour cream']"
2176,06-08-2015,"['whole milk', 'brown bread']"
2176,08-08-2015,"['frozen meals', 'onions']"
2176,14-05-2014,"['pip fruit', 'butter', 'bottled water']"
2176,27-09-2014,"['rolls/buns', 'hard cheese']"
2177,02-10-2014,"['female sanitary products', 'domestic eggs']"
2177,19-08-2014,"['soups', 'coffee']"
2177,29-06-2014,"['yogurt', 'salty snack']"
2178,03-05-2015,"['sausage', 'beef', 'salty snack']"
2178,11-10-2014,"['beef', 'male cosmetics']"
2178,14-04-2014,"['chicken', 'root vegetables']"
2178,20-12-2015,"['frankfurter', 'female sanitary products']"
2178,26-01-2014,"['beef', 'salt']"
2179,16-04-2015,"['dessert', 'coffee', 'whole milk', 'cream cheese ']"
2180,18-12-2014,"['other vegetables', 'butter']"
2180,27-09-2014,"['other vegetables', 'waffles', 'butter']"
2181,05-04-2014,"['bottled water', 'soda']"
2181,23-06-2015,"['male cosmetics', 'roll products ', 'pastry']"
2181,29-04-2014,"['frankfurter', 'UHT-milk']"
2183,07-06-2014,"['other vegetables', 'vinegar']"
